4.321928094887363,20,year.
4.321928094887363,20,alphabet.
4.321928094887363,20,palindrome.
4.321928094887363,20,number.
4.321928094887363,20,java.
3.321928094887362,10,method.
4.321928094887363,20,util.
7.569855608330948,190,out.
4.906890595608519,30,sc.
4.321928094887363,20,a.
4.906890595608519,30,c.
3.321928094887362,10,d.
3.321928094887362,10,"About to encounter a method.
7.643856189774725,200,System.
5.321928094887362,40,10;
3.321928094887362,10,';
6.129283016944966,70,0;
5.643856189774724,50,1;
5.643856189774724,50,2;
4.321928094887363,20,t2;
3.321928094887362,10,1900;
3.321928094887362,10,29;
4.321928094887363,20,sum;
3.321928094887362,10,num2;
3.321928094887362,10,break;
5.643856189774724,50,i;
3.321928094887362,10,n;
3.321928094887362,10,originalInteger;
4.906890595608519,30,num;
4.906890595608519,30,true;
3.321928094887362,10,Scanner;
5.321928094887362,40,false;
3.321928094887362,10,remainder;
6.643856189774724,100,in(
3.321928094887362,10,"Printing from inside myMethod(
3.321928094887362,10,close(
4.906890595608519,30,d(
8.022367813028454,260,n(
4.906890595608519,30,myMethod(
6.643856189774724,100,main(
3.321928094887362,10,Scanner(
3.321928094887362,10,printf(
7.321928094887362,160,println(
4.321928094887363,20,nextInt(
4.321928094887363,20,int(
4.321928094887363,20,print(
3.321928094887362,10,"Enter First Number: ")
3.321928094887362,10,"Enter Second Number: ")
7.321928094887362,160,")
3.321928094887362,10,in)
4.321928094887363,20,')
5.321928094887362,40,0)
3.321928094887362,10,flag)
3.321928094887362,10,factorial)
4.321928094887363,20,sum)
3.321928094887362,10,'z')
3.321928094887362,10,leap)
5.321928094887362,40,i)
3.321928094887362,10,n)
3.321928094887362,10,'Z')
3.321928094887362,10,reversedInteger)
6.643856189774724,100,args)
3.321928094887362,10,i+
3.321928094887362,10,"Sum of these numbers: " +
3.321928094887362,10,"First " +
3.321928094887362,10,i++
3.321928094887362,10,"Factorial of %
3.321928094887362,10,'*
3.321928094887362,10,"Hello World!
3.321928094887362,10,d!
3.321928094887362,10,"Method was executed successfully!
6.321928094887362,80,year 
3.321928094887362,10,palindrome 
6.129283016944966,70,else 
6.491853096329675,90,if 
3.321928094887362,10,10 
4.906890595608519,30,prime 
7.022367813028455,130," 
4.321928094887363,20,method 
4.321928094887363,20,in 
3.321928094887362,10,terms: 
4.321928094887363,20,' 
6.781359713524659,110,is 
3.321928094887362,10,orignalInteger 
5.321928094887362,40,an 
5.321928094887362,40,0 
6.129283016944966,70,1 
5.321928094887362,40,2 
3.321928094887362,10,4 
3.321928094887362,10,400 
3.321928094887362,10,< 
5.321928094887362,40,t1 
4.321928094887363,20,t2 
3.321928094887362,10,SumNatural 
4.321928094887363,20,flag 
5.321928094887362,40,factorial 
5.906890595608519,60,sum 
3.321928094887362,10,'a' 
3.321928094887362,10,long 
3.321928094887362,10,out 
3.321928094887362,10,sc 
3.321928094887362,10,are 
3.321928094887362,10,by 
4.321928094887363,20,num1 
6.321928094887362,80,leap 
3.321928094887362,10,num2 
6.321928094887362,80,a 
8.569855608330947,380,c 
7.643856189774725,200,d 
6.906890595608518,120,i 
3.321928094887362,10,LeapYear 
3.321928094887362,10,'A' 
6.491853096329675,90,n 
3.321928094887362,10,the 
3.321928094887362,10,AddTwoNumbers2 
5.321928094887362,40,reversedInteger 
3.321928094887362,10,stored 
3.321928094887362,10,char 
5.321928094887362,40,originalInteger 
3.321928094887362,10,nonprime 
6.781359713524659,110,num 
6.643856189774724,100,String[] 
3.321928094887362,10,integer 
3.321928094887362,10,while 
3.321928094887362,10,new 
6.781359713524659,110,static 
6.781359713524659,110,void 
3.321928094887362,10,Palindrome 
3.321928094887362,10,divisible 
3.321928094887362,10,condition 
3.321928094887362,10,Alphabet 
3.321928094887362,10,Scanner 
3.321928094887362,10,private 
3.321928094887362,10,Prime 
4.321928094887363,20,import 
5.906890595608519,60,for 
4.321928094887363,20,Factorial 
5.321928094887362,40,not 
7.569855608330948,190,public 
3.321928094887362,10,and 
3.321928094887362,10,hence 
3.321928094887362,10,Fibonacci 
6.643856189774724,100,class 
